Nom,Duree,Personnes,Type,Ingredients,Ustensiles,Etapes
Sauce béarnaise facile ,30 min,6,Sauce,"['5c.à.s', 'c.à.s', 'de vin blanc ', '3c.à.s', 'c.à.s', 'de vinaigre de vin ', '150g', 'de beurre ', '', 'poivre ', '', 'sel ', '22', ""jaunes d'oeuf "", '3c.à.s', 'c.à.s', ""d'estragon frais ou séché"", '11', 'échalote émincée très finement']","['Fouet cuisine', 'Cuillère en bois', 'balance de cuisine']","[{'Étape 1': ""Dans un poêlon, verser le vin blanc, le vinaigre ainsi que 2 cuillères d'estragon, sel, poivre ainsi que l'échalote émincée.""}, {'Étape 2': 'Faire cuire +/- 10 minutes afin de réduire un peu.'}, {'Étape 3': 'Retirer du feu et attendre quelques minutes. Ajouter les 2 jaunes et fouetter.'}, {'Étape 4': ""Remettre sur le feu doux et mélanger sans arrêt pour monter la béarnaise. Attention les jaunes d'oeufs cuisent à 70° donc bien mélanger et surveiller la cuisson.""}, {'Étape 5': 'Dès que le sabayon est pris, retirer du feu et ajouter le beurre bien froid coupé en petits morceaux (morceau par morceau)'}, {'Étape 6': 'Bien mélanger au fouet.'}, {'Étape 7': ""Rectifier l'assaisonnement et ajouter l'estragon restant.""}]"
Sauce hollandaise,20 min,4,Sauce,"['200g', 'de beurre ', '1⁄21⁄2', 'citron ', '', 'poivre ', '', 'sel ', '33', ""jaunes d'oeuf ""]","['Fouet cuisine', 'balance de cuisine']","[{'Étape 1': 'Pressez le jus du citron, réservez. Coupez le beurre en dés.'}, {'Étape 2': ""Battez les jaunes d'oeufs avec 2 cuillerées à soupe d'eau froide.""}, {'Étape 3': ""Placez dans un bain-marie chaud et fouettez jusqu'à l'obtention d'une crème mousseuse et légère.""}, {'Étape 4': 'Ajoutez alors le beurre en morceaux en plusieurs fois, en fouettant bien à chaque fois.'}, {'Étape 5': 'Salez, poivrez et incorporez le jus du citron avant de servir.'}]"
Sauce au beurre blanc pour poisson,15 min,2,Sauce,"['10cl', 'de crème fraîche ', '40g', 'de beurre ', '1⁄2verre', 'de vin blanc sec ', '1⁄21⁄2', 'citron ', '11', 'échalote ']","['Couteau', 'casserole', 'Fouet cuisine', 'balance de cuisine']","[{'Étape 1': 'Couper finement une échalote.'}, {'Étape 2': 'Dans une casserole, sur feu doux, faire suer l’échalote avec ½  verre de vin blanc et le jus d’un demi-citron. Laisser un peu évaporer le vin et le citron. '}, {'Étape 3': 'On peut exécuter cette étape un peu à l’avance, pendant la cuisson du poisson par exemple.'}, {'Étape 4': 'Au moment de servir, faire fondre 30 à 40 grammes de beurre dans la sauce, puis délayer avec 10 cl de crème fraîche.'}]"
Sauce tomate à tout faire de Jacqueline,50 min,1,Sauce,"['2kg', 'de tomate longues mûres (en saison)', '1gousse', ""d'ail "", '', 'herbes de Provence  laurier (4 feuilles), thym, sarriette, romarin, marjolain', '11', 'cube de bouillon ', '1grain', 'de sucre ', '1boîte', 'de concentré de tomates à 28%', '', 'poivre ', '', 'sel ', '', ""huile d'olive "", '2boîtes', 'de tomates pelées au jus (hors saison)', '11', 'oignon blanc ']","['sauteuse', 'wok', 'Set 3 poêles', 'Mixeur', 'Top des meilleures plaques à four', 'Four', 'saladier', 'Mijoteuse électrique', 'Frigo', 'dénoyauteur', 'balance de cuisine']","[{'Étape 1': ""Hacher l'oignon, le faire revenir avec l'huile dans un wok ou une sauteuse.""}, {'Étape 2': ""Quand l'oignon est transparent, ajouter les tomates fraîches coupées en morceaux, ou les tomates en conserve avec leur jus, en laissant la peau et les graines.""}, {'Étape 3': ""Mettre l'ail entier, les herbes (ne pas trop mettre de romarin).""}, {'Étape 4': 'Faire mijoter 20 à 30 min pour que le jus se concentre.'}, {'Étape 5': 'Passer la purée de tomate au moulin à légumes (grille moyenne ou fine). Les peaux et pépins restent sur la grille et on obtient une sauce onctueuse.'}, {'Étape 6': ""Remettre la sauce dans la sauteuse avec encore 1 à 2 cuillerées d'huile d'olive, le cube de bouillon bien écrasé, le sucre et le concentré de tomate. Bien dissoudre. Faire mijoter encore 10 min.""}, {'Étape 7': 'Laisser refroidir, mettre en boîte ou en bouteille.'}, {'Étape 8': 'Elle se conserve 8 jours au réfrigérateur.'}, {'Étape 9': ""Cette sauce s'utilise :""}, {'Étape 10': '- nature pour accommoder les pâtes, napper les lasagnes (déjà précuites), les cannellonis, les cubes de polenta avant passage au four avec du gruyère éventuellement.'}, {'Étape 11': '- comme fond de pizza à garnir '}, {'Étape 12': '- pour donner de la couleur à la soupe au pistou ou à une marinade de viande'}, {'Étape 13': ""- mélangée à du basilic ciselé et 1/2 gousse d'ail hachée pour un 'pesto' rouge""}, {'Étape 14': '- mélangée à des câpres hachées  pour accommoder de la morue ou autre poisson'}, {'Étape 15': ""- mélangée à un coulis de poivron ou une purée d'aubergines sautées""}, {'Étape 16': '- mélangée à quelques gouttes de sauce pimentée'}, {'Étape 17': '- mélangée à un jus de daube pour accompagner des grosses pâtes'}, {'Étape 18': 'On peut y rajouter, saucisses, chorizo , lardons ou viande hachée revenue.'}]"
Pesto de coriandre,10 min,10,Sauce,"['1botte', 'de coriandre fraîche', '2gousses', ""d'ail "", '80g', ""d'amandes entières"", '8c.à.s', 'c.à.s', ""d'huile d'olive "", '', 'sel ', '', 'poivre ']","['Mixeur', 'bol', 'Cuillère en bois', 'dénoyauteur', 'Frigo']","[{'Étape 1': ""Mettre les ingrédients secs dans le bol d'un mixeur et mixer quelques secondes.""}, {'Étape 2': ""Puis, installé dans le mixeur l'ustensile pour remuer et ajouter petit à petit l'huile d'olive (comme pour faire une mayonnaise).""}, {'Étape 3': 'Cette sauce se conserve très bien au réfrigérateur et accompagnera poissons, légumes et viandes.'}]"
Sauce au madère,20 min,4,Sauce,"['10cl', 'de crème fraîche ', '15g', 'de maïzena ', '11', 'cube de bouillon de volaille', '4c.à.s', 'c.à.s', 'de madère ', '22', 'échalotes ']","['Set 3 poêles', 'Mixeur', 'Cuillère en bois', 'balance de cuisine']","[{'Étape 1': 'Hacher les échalotes et les faire revenir dans un peu de beurre.'}, {'Étape 2': ""Préparer le bouillon de volaille avec 25 cl d'eau.""}, {'Étape 3': ""Quand il bout, épaissir avec la maïzena délayée dans un peu d'eau.""}, {'Étape 4': 'Ajouter le madère, la crème fraîche et les échalotes.'}, {'Étape 5': ""Mélanger, c'est prêt.""}]"
Chimichurri,10 min,3,Sauce,"['2bottes', 'de coriandre ', '1⁄2botte', 'de persil plat', '3gousses', ""d'ail "", '4c.à.s', 'c.à.s', ""d'huile d'olive "", '', 'poivre au goût', '', 'sel ', '11', 'citron vert pressé']","['robot pâtissier', 'Mixeur']","[{'Étape 1': ""Peler les gousses d'ail et les dégermer.""}, {'Étape 2': 'Laver les herbes et enlever les grosses tiges. Mettre tous les ingrédients au robot. Mixer le tout.'}]"
Sauce onctueuse aux 3 fromages,20 min,70,Sauce,"['25g', 'de beurre ', '2c.à.s', 'c.à.s', 'de farine ', '20cl', 'de lait ', '15cl', 'de crème fraîche ', '80g', 'de bleu ', '50g', 'de fromage de chèvre ']","['casserole', 'saladier', 'Cuillère en bois', 'balance de cuisine']","[{'Étape 1': 'Faire fondre le beurre dans une casserole.'}, {'Étape 2': 'Ajouter peu à peu la farine, tout en mélangeant.'}, {'Étape 3': 'Ajouter ensuite les fromage tout en continuant de mélanger.'}, {'Étape 4': 'Ajouter le lait, puis la crème fraîche.'}, {'Étape 5': ""Remuer jusqu'à ce que la texture soit homogène.""}]"
Béchamel facile au Thermomix,11 min,4,Sauce,"['60g', 'de farine ', '50g', 'de beurre doux ', '50cl', 'de lait ', '1grosse pincée', 'de muscade rapée ', '1c.à.c', 'c.à.c', 'de sel ']","['bol', 'Thermomix', 'balance de cuisine']","[{'Étape 1': 'Tout placer dans le bol du Thermomix (le beurre doit être en petits morceaux).'}, {'Étape 2': 'Lancer 8 minutes à 90°C à vitesse 5.'}, {'Étape 3': 'Donner 2 ou 3  tours de moulin à poivre.'}]"
Sauce chien (Antilles),12 min,4,Sauce,"['11', 'oignon ', '', 'persil ', '11', 'citron ', '15cl', ""d'huile "", '', 'vinaigre ', '', 'eau bouillante', '1c.à.s', 'c.à.s', 'de ciboulette ', '22', 'échalotes ', '1⁄4c.à.c', 'c.à.c', 'de petit piment frais haché']","['Mixeur', 'casserole', 'bol']","[{'Étape 1': ""Porter l'eau à ébullition. Hacher finement oignon, échalotes, persil, piment.""}, {'Étape 2': 'Verser le tout dans un grand bol,'}, {'Étape 3': ""ajouter le jus d'un citron, sel, poivre, vinaigre et huile.""}, {'Étape 4': ""Verser dessus 1 à 2 verre d'eau bouillante, laisser infuser.""}, {'Étape 5': ""Cette spécialité antillaise (attention, c'est fort) accompagne parfaitement grillades, viandes et poisson.""}, {'Étape 6': ""En l'agrémentant d'une cuillère à soupe de moutarde, elle accompagne idéalement le riz.""}]"
Sauce salsa,30 min,4,Sauce,"['1⁄2verre', ""d'eau "", '1⁄21⁄2', 'poivron rouge ', '1⁄21⁄2', 'poivron vert ', '22', 'oignons ', '1⁄2gousse', ""d'ail "", '140g', 'de concentré de tomates ', '44', 'tomates ', '1c.à.s', 'c.à.s', ""d'huile d'olive "", '1pincée', 'de sucre ', '', 'épices  paprika (1 c. à spe)', '', 'cumin (1 c. à spe)', '', 'coriandre (1 c. à spe)', '', 'épices à te mex (2 c. à spe)', '11', 'petit piment vert']","['Couteau', 'Mixeur', 'Set 3 poêles', 'dénoyauteur', 'balance de cuisine']","[{'Étape 1': '- couper en dés les poivrons après les avoir épépiner'}, {'Étape 2': '- mixer oignons et ail'}, {'Étape 3': '- couper en mini dés le piment'}, {'Étape 4': '- couper les tomates en dés'}, {'Étape 5': ""Faire chauffer dans une poêle une cuillère d'huile d'olive; y mettre la mixture oignons / ail et ajouter la pincée de sucre à feu moyen jusqu'à ce qu'elle soit translucide.""}, {'Étape 6': 'Passer à feu doux.'}, {'Étape 7': ""Ajouter les poivrons, les tomates et le piment. Ajouter le 1/2 verre d'eau (qui va être bu par les aliments). ""}, {'Étape 8': 'Ajouter le concentré de tomates.'}, {'Étape 9': 'Ajouter les épices et le sel.'}]"
Coulis de framboises,20 min,4,Sauce,"['200g', 'de sucre ', '20cl', ""d'eau "", '500g', 'de framboises ']","['chinois', 'casserole', 'Mixeur', 'Tamis', 'balance de cuisine']","[{'Étape 1': ""Porter l'eau et le sucre à ébullition.""}, {'Étape 2': 'Ajouter ce sirop aux framboises et mixer.'}, {'Étape 3': 'Passer le coulis au tamis afin d’ôter les pépins.'}]"
"Sauce mousseline froide pour asperges, légumes ...",15 min,4,Sauce,"['1c.à.c', 'c.à.c', 'de moutarde ', '1⁄4l', ""d'huile d'olive (de préférence)"", '', 'poivre ', '', 'sel ', '', 'jus de citron ', '11', 'oeuf ']","['Fouet cuisine', 'Couvercle']","[{'Étape 1': ""Cassez l'oeuf en séparant le blanc et le jaune. ""}, {'Étape 2': ""Monter une mayonnaise avec le jaune, la moutarde, l'huile, ajouter le sel et le poivre. ""}, {'Étape 3': ""Monter au fouet le blanc en neige puis l'incorporer délicatement à la mayonnaise. ""}, {'Étape 4': 'Ajouter un peu de jus de citron. '}, {'Étape 5': ""Couvrir d'un film transparent et tenir au frais jusqu'au moment de servir.""}]"
